qusetion_num,n_dim,size_pop,max_iter,alpha,beta,rho,solution,time
2,28,50,200,1,2,0.1,7,8.159317799996643
2,28,50,200,1,2,0.1,7,8.910948599994299
2,28,50,200,1,2,0.1,7,8.043883300000743
2,28,50,200,1,2,0.1,7,8.019751399995585
2,28,50,200,1,2,0.1,7,8.333568799993373
