qusetion_num,n_dim,size_pop,max_iter,alpha,beta,rho,solution,time
3,84,50,200,1,2,0.1,15,27.049110399995698
3,84,50,200,1,2,0.1,17,30.011990999999398
3,84,50,200,1,2,0.1,16,27.1078914000027
3,84,50,200,1,2,0.1,16,26.623135199995886
3,84,50,200,1,2,0.1,15,28.098555799995665
