qusetion_num,n_dim,size_pop,max_iter,alpha,beta,rho,solution,time
5,84,50,200,1,2,0.1,3,53.431211499999336
5,84,50,200,1,2,0.1,3,56.705211299995426
5,84,50,200,1,2,0.1,3,53.99048549999861
5,84,50,200,1,2,0.1,3,52.14773539999442
5,84,50,200,1,2,0.1,3,55.7139537999974
