qusetion_num,n_dim,size_pop,max_iter,alpha,beta,rho,solution,time
1,7,50,200,1,2,0.1,6,1.6412736999991466
1,7,50,200,1,2,0.1,6,1.8555280000000494
1,7,50,200,1,2,0.1,6,1.676501299996744
1,7,50,200,1,2,0.1,6,1.741434699993988
1,7,50,200,1,2,0.1,6,1.6967096999942441
