qusetion_num,n_dim,size_pop,max_iter,alpha,beta,rho,solution,time
6,210,50,200,1,2,0.1,5,112.92402069999662
6,210,50,200,1,2,0.1,7,110.66502849999961
6,210,50,200,1,2,0.1,4,109.71056279999902
6,210,50,200,1,2,0.1,3,105.43139629999496
6,210,50,200,1,2,0.1,5,114.16731629999413
