qusetion_num,T_max,T_min,L,max_stay_counter,solution,time
6,1,1e-09,300,150,103,18.920017800002825
6,1,1e-09,300,150,106,18.715435300000536
6,1,1e-09,300,150,111,19.32164790000388
6,1,1e-09,300,150,94,18.661012600001413
6,1,1e-09,300,150,107,18.985431599998265
