qusetion_num,T_max,T_min,L,max_stay_counter,solution,time
4,1,1e-09,300,150,14,2.7718909000032
4,1,1e-09,300,150,13,2.602214099999401
4,1,1e-09,300,150,11,2.6831426000062493
4,1,1e-09,300,150,14,2.572504800002207
4,1,1e-09,300,150,14,2.6002233999970485
