qusetion_num,T_max,T_min,L,max_stay_counter,solution,time
5,1,1e-09,300,150,43,5.361499600003299
5,1,1e-09,300,150,41,5.107451399999263
5,1,1e-09,300,150,36,5.353459000005387
5,1,1e-09,300,150,39,5.229049200002919
5,1,1e-09,300,150,44,5.189348399995652
