qusetion_num,T_max,T_min,L,max_stay_counter,solution,time
2,1,1e-09,300,150,10,1.0506084000007831
2,1,1e-09,300,150,12,0.8733618999976898
2,1,1e-09,300,150,11,0.8977448000005097
2,1,1e-09,300,150,14,0.9081667999998899
2,1,1e-09,300,150,14,0.8998439999995753
