qusetion_num,n_dim,size_pop,max_iter,max_try_num,step,visual,q,delta,solution,time
4,28,50,100,100,1,3,0.98,0.5,4,145.31643880000047
4,28,50,100,100,1,3,0.98,0.5,4,170.93807660000311
4,28,50,100,100,1,3,0.98,0.5,4,154.49232390000543
4,28,50,100,100,1,3,0.98,0.5,4,151.86437670000305
4,28,50,100,100,1,3,0.98,0.5,4,136.86985690000438
