qusetion_num,n_dim,size_pop,max_iter,max_try_num,step,visual,q,delta,solution,time
5,84,50,100,100,1,3,0.98,0.5,3,260.32222970000294
5,84,50,100,100,1,3,0.98,0.5,3,289.9496242000023
5,84,50,100,100,1,3,0.98,0.5,3,273.5274136000007
5,84,50,100,100,1,3,0.98,0.5,3,270.75616420000006
5,84,50,100,100,1,3,0.98,0.5,3,242.64534370000183
