qusetion_num,n_dim,size_pop,max_iter,max_try_num,step,visual,q,delta,solution,time
6,210,50,100,100,1,3,0.98,0.5,3,648.4036861999994
6,210,50,100,100,1,3,0.98,0.5,3,668.1843965000007
6,210,50,100,100,1,3,0.98,0.5,3,650.0364923000016
6,210,50,100,100,1,3,0.98,0.5,3,626.1549666999999
6,210,50,100,100,1,3,0.98,0.5,3,589.0872388000062
