qusetion_num,n_dim,size_pop,max_iter,max_try_num,step,visual,q,delta,solution,time
1,7,50,100,100,1,3,0.98,0.5,6,18.21502760000294
1,7,50,100,100,1,3,0.98,0.5,6,21.55646639999759
1,7,50,100,100,1,3,0.98,0.5,6,21.04848689999926
1,7,50,100,100,1,3,0.98,0.5,6,19.625890700001037
1,7,50,100,100,1,3,0.98,0.5,6,17.65128590000677
